Claim ID,Payer,Service Type,Claim Volume,Processing Time (days),Authorization Requests,Authorization Turnaround Time (days),Claim Resubmission Rates (%),Administrative Staff Turnover Rate (%),Cost Per Authorization ($),Revenue Cycle Time (days),Payment Discrepancies ($),Patient Wait Times (days),Patient Retention Rates (%),Patient Health Outcomes (scale 1-10),Data Completeness (%),Data Timeliness (days),User Adoption Rates (%),Payer Response Time (days),Payer Reimbursement Rates (%),Payer Policy Change Frequency (times/year),System Downtime (hours),System Response Time (seconds),Integration Success Rates (%),Training Hours,Resource Utilization Rates (%),Staff Satisfaction (scale 1-10),Date
1521.0,Payer A,Radiology,225.0,120.0,41.0,12.0,14.56,11.1,104.64,48.0,4701.42,9.0,75.04,8.0,94.21,1.0,77.35,26.0,62.88,3.0,1.0,4.5,74.06,40.0,65.26,6.0,2021-07-19
1522.0,Payer A,Oncology,255.0,,39.0,29.0,15.1,9.07,,43.0,1101.76,,77.44,8.0,86.46,3.0,69.0,19.0,59.09,2.0,,3.08,81.83,48.0,85.51,9.0,2022-04-18
1523.0,Payer B,Surgery,251.0,34.0,63.0,,22.02,8.17,143.42,44.0,3832.78,9.0,72.75,9.0,82.45,2.0,82.6,13.0,50.14,3.0,2.0,1.76,94.79,22.0,50.61,5.0,2020-11-01
1524.0,Payer C,Cardiology,171.0,24.0,72.0,28.0,,11.4,79.18,35.0,2321.31,10.0,79.26,7.0,90.91,2.0,,29.0,74.4,,0.0,4.77,95.58,20.0,87.91,7.0,2022-12-18
1525.0,Payer A,Radiology,206.0,38.0,39.0,,22.94,9.37,137.83,58.0,1720.93,6.0,79.22,6.0,84.53,4.0,65.66,36.0,96.43,2.0,,2.49,71.38,20.0,85.96,8.0,2022-07-20
1526.0,Payer A,Oncology,,39.0,59.0,17.0,22.82,5.92,78.31,53.0,3041.58,12.0,90.18,9.0,96.43,1.0,84.04,21.0,64.07,,,3.5,,10.0,66.71,,2020-09-18
,Payer C,Oncology,274.0,,51.0,7.0,24.53,14.16,130.61,39.0,3020.26,6.0,90.02,8.0,80.86,,65.5,35.0,52.17,,,,76.1,44.0,,9.0,
1528.0,Payer B,Oncology,132.0,36.0,35.0,8.0,19.0,,,43.0,1548.04,13.0,89.92,5.0,81.97,1.0,78.77,22.0,81.02,,4.0,1.44,,,89.64,6.0,2022-05-26
1529.0,Payer B,Surgery,289.0,37.0,79.0,24.0,15.05,5.56,79.28,45.0,1807.58,6.0,84.18,,,4.0,89.11,13.0,52.81,1.0,0.0,3.2,83.69,12.0,72.2,,2020-02-01
1530.0,,Surgery,118.0,22.0,31.0,19.0,8.33,10.25,69.25,42.0,,7.0,78.15,8.0,91.78,2.0,75.69,25.0,75.35,3.0,20.0,3.22,81.05,13.0,53.88,8.0,
1531.0,Payer C,Radiology,294.0,,59.0,19.0,19.11,5.83,76.43,40.0,30000.0,12.0,80.27,5.0,94.6,1.0,65.62,28.0,69.08,3.0,2.0,2.48,98.7,33.0,84.15,8.0,2020-03-09
1532.0,Payer B,Radiology,173.0,20.0,31.0,25.0,10.83,13.37,,,2270.23,10.0,77.94,7.0,85.19,4.0,69.62,16.0,73.77,3.0,20.0,2.25,97.76,39.0,,8.0,2020-03-23
1533.0,Payer C,Surgery,267.0,120.0,61.0,17.0,10.66,11.13,113.9,32.0,1594.18,5.0,84.55,7.0,96.84,3.0,84.7,10.0,58.13,1.0,1.0,2.5,83.2,41.0,60.29,7.0,2022-02-08
1534.0,,Radiology,274.0,38.0,71.0,13.0,,6.72,90.59,37.0,1017.49,8.0,93.45,8.0,99.06,2.0,70.55,25.0,54.51,,0.0,4.18,73.85,29.0,,7.0,2022-03-21
,Payer A,Cardiology,292.0,36.0,45.0,29.0,22.5,5.21,147.15,57.0,4880.94,9.0,77.11,,89.98,3.0,81.71,11.0,87.45,1.0,3.0,2.43,75.13,45.0,60.24,9.0,2021-04-15
1536.0,Payer B,Cardiology,256.0,31.0,41.0,14.0,22.36,5.32,96.49,32.0,4774.0,7.0,81.47,6.0,95.21,1.0,83.32,10.0,62.28,2.0,0.0,4.69,73.36,22.0,79.8,6.0,2022-10-24
1537.0,Payer A,Surgery,277.0,20.0,30.0,,17.62,10.07,146.98,,2934.6,5.0,86.38,9.0,90.5,4.0,75.04,23.0,90.02,,0.0,1.45,90.42,48.0,67.91,,2021-08-09
1538.0,Payer B,Radiology,197.0,31.0,37.0,18.0,14.46,12.34,69.66,50.0,4980.21,7.0,91.12,9.0,81.39,2.0,83.5,29.0,,1.0,3.0,4.73,,13.0,80.39,7.0,2023-04-12
1539.0,Payer B,Oncology,240.0,36.0,77.0,,18.44,6.21,140.46,43.0,,13.0,,8.0,86.52,1.0,69.51,14.0,59.92,1.0,0.0,,86.7,37.0,59.29,9.0,
1540.0,,Cardiology,228.0,22.0,79.0,18.0,17.14,7.21,51.38,49.0,1275.43,6.0,77.01,8.0,81.75,2.0,75.48,36.0,95.41,3.0,3.0,2.38,72.95,49.0,66.78,5.0,2020-05-27
1541.0,Payer B,Surgery,261.0,30.0,42.0,18.0,13.31,8.27,104.53,58.0,1470.87,5.0,92.13,6.0,99.78,4.0,80.6,24.0,,1.0,20.0,,93.8,16.0,62.73,,2020-05-01
1542.0,Payer B,Radiology,192.0,36.0,44.0,12.0,12.59,7.18,92.31,,30000.0,11.0,72.01,,84.58,4.0,65.04,19.0,89.86,2.0,20.0,4.21,,18.0,59.96,6.0,2022-11-03
,Payer C,Surgery,275.0,22.0,73.0,20.0,,8.91,102.51,51.0,3520.21,11.0,85.14,,92.72,1.0,68.21,30.0,71.03,2.0,1.0,4.88,72.73,31.0,62.58,8.0,
1544.0,Payer A,Oncology,147.0,27.0,37.0,18.0,16.78,10.6,105.34,44.0,4372.73,9.0,91.51,8.0,85.69,2.0,79.56,,59.15,2.0,2.0,4.93,92.41,,62.92,6.0,2021-11-19
1545.0,Payer C,Cardiology,276.0,39.0,39.0,5.0,17.95,11.85,88.9,32.0,4593.08,,93.04,8.0,93.06,4.0,79.66,20.0,96.91,,3.0,2.69,99.44,45.0,88.22,5.0,2023-11-11
,Payer B,Surgery,163.0,23.0,75.0,20.0,14.03,14.64,149.82,30.0,2791.77,5.0,70.32,9.0,,2.0,74.8,25.0,98.16,2.0,2.0,1.28,83.24,42.0,71.33,6.0,2021-06-16
1547.0,Payer A,Surgery,160.0,120.0,34.0,22.0,24.37,14.31,147.65,44.0,1194.1,9.0,79.24,8.0,95.71,2.0,83.87,28.0,75.57,2.0,3.0,2.26,73.47,15.0,68.48,5.0,2020-11-12
,Payer B,Surgery,256.0,33.0,79.0,11.0,6.68,,146.17,49.0,1753.12,14.0,76.43,7.0,82.22,3.0,74.46,13.0,73.46,1.0,0.0,2.24,73.04,12.0,70.13,6.0,
1549.0,Payer A,Oncology,138.0,33.0,48.0,19.0,11.94,12.34,147.91,51.0,1266.29,,84.2,,97.9,1.0,86.44,19.0,95.04,3.0,2.0,1.41,70.78,44.0,89.85,7.0,2021-05-19
1550.0,Payer C,Surgery,227.0,23.0,76.0,28.0,13.38,14.51,129.3,31.0,1754.96,13.0,85.82,6.0,,1.0,82.08,31.0,79.81,3.0,20.0,3.1,93.11,,76.14,8.0,2022-02-16
1551.0,Payer A,Oncology,187.0,35.0,67.0,21.0,5.34,5.83,148.86,47.0,2642.13,9.0,94.99,8.0,93.58,2.0,69.44,31.0,,2.0,4.0,3.42,90.82,16.0,78.14,9.0,2021-05-09
1552.0,,Oncology,125.0,20.0,,23.0,12.3,5.06,139.24,30.0,1472.79,14.0,82.82,7.0,81.35,3.0,71.86,21.0,,1.0,4.0,3.92,,44.0,62.54,9.0,2022-07-03
1553.0,Payer A,Oncology,116.0,36.0,72.0,27.0,10.47,5.3,91.59,38.0,1666.93,6.0,83.79,9.0,84.17,2.0,,11.0,91.8,2.0,2.0,1.2,92.97,12.0,68.86,6.0,2023-12-31
1554.0,Payer A,Cardiology,170.0,29.0,49.0,17.0,15.12,10.63,128.48,32.0,2783.29,,80.36,5.0,97.19,1.0,86.83,11.0,92.98,2.0,1.0,2.1,99.98,27.0,57.36,9.0,2021-03-08
1555.0,Payer A,Cardiology,112.0,35.0,49.0,13.0,11.73,,141.21,31.0,,13.0,73.69,9.0,82.44,1.0,65.36,18.0,96.96,,3.0,2.42,82.06,12.0,77.41,8.0,2021-08-14
1556.0,Payer B,Surgery,,35.0,50.0,28.0,19.52,8.67,121.26,33.0,,12.0,77.58,5.0,83.12,,75.44,21.0,64.41,2.0,0.0,4.57,91.17,48.0,63.78,7.0,
1557.0,,Surgery,125.0,120.0,47.0,28.0,15.2,10.45,,45.0,2716.69,7.0,76.17,9.0,90.88,2.0,63.56,11.0,84.0,3.0,0.0,4.61,81.31,36.0,79.93,7.0,2021-11-27
1558.0,Payer A,Cardiology,148.0,26.0,79.0,,7.6,10.16,56.58,51.0,,,90.03,7.0,85.48,,68.38,,53.42,3.0,2.0,2.04,80.56,18.0,58.53,5.0,2023-01-29
1559.0,Payer C,Radiology,294.0,25.0,,29.0,20.0,5.95,130.97,30.0,4748.76,6.0,83.65,,84.44,1.0,80.58,25.0,86.3,1.0,4.0,2.95,95.53,26.0,66.14,9.0,2021-08-23
1560.0,,Cardiology,106.0,,63.0,7.0,6.98,8.22,145.27,38.0,1431.46,7.0,77.4,5.0,91.52,2.0,62.33,28.0,78.16,,0.0,2.7,87.24,14.0,68.85,8.0,2023-12-02
1561.0,Payer C,Oncology,,39.0,55.0,28.0,21.78,5.19,86.25,54.0,1397.04,9.0,82.23,8.0,87.45,2.0,79.87,,62.49,2.0,,3.11,73.62,,56.66,,2023-01-10
1562.0,Payer B,Cardiology,148.0,,59.0,5.0,23.63,6.11,,,,,75.47,8.0,82.81,4.0,87.02,34.0,82.73,3.0,1.0,2.14,82.11,23.0,52.78,8.0,2021-02-08
1563.0,Payer A,Oncology,202.0,26.0,38.0,,11.45,13.12,82.65,35.0,3025.59,14.0,74.63,,90.7,1.0,89.08,39.0,,2.0,20.0,2.85,93.9,38.0,,5.0,2023-02-21
1564.0,Payer C,Surgery,,28.0,75.0,12.0,23.52,13.29,108.26,49.0,4065.62,12.0,91.5,6.0,87.74,2.0,66.5,25.0,,3.0,,1.58,98.2,20.0,71.8,9.0,2020-09-20
1565.0,Payer C,Radiology,292.0,,60.0,27.0,20.86,13.02,81.69,47.0,1861.69,5.0,93.62,6.0,94.69,3.0,82.47,15.0,70.05,3.0,3.0,3.84,88.43,31.0,76.11,7.0,2021-10-20
1566.0,Payer B,,161.0,30.0,71.0,17.0,23.45,12.27,111.06,45.0,4315.45,8.0,72.0,5.0,82.06,1.0,87.79,36.0,88.86,1.0,0.0,2.48,81.83,14.0,67.01,5.0,
1567.0,Payer A,Oncology,,33.0,33.0,12.0,18.33,12.93,146.69,,4695.39,5.0,89.12,7.0,,,62.74,24.0,65.44,1.0,3.0,3.17,77.56,21.0,70.01,9.0,
1568.0,Payer A,Oncology,270.0,26.0,35.0,,9.71,11.71,117.07,52.0,3541.93,5.0,81.33,8.0,88.73,2.0,72.42,21.0,52.45,,4.0,,82.66,30.0,71.73,7.0,2023-01-19
1569.0,Payer C,Oncology,124.0,20.0,43.0,26.0,22.89,11.7,86.27,57.0,1423.52,9.0,79.72,9.0,88.12,4.0,87.58,31.0,59.04,1.0,1.0,,86.97,24.0,70.48,7.0,2020-08-15
1570.0,Payer A,Radiology,230.0,120.0,33.0,,8.69,11.67,143.58,59.0,4581.18,10.0,87.24,9.0,84.65,4.0,66.08,21.0,80.4,2.0,20.0,1.33,,33.0,53.61,8.0,2022-09-22
1571.0,Payer C,,128.0,39.0,,18.0,9.26,10.14,106.56,33.0,4169.95,5.0,76.66,5.0,80.61,1.0,88.01,19.0,50.76,3.0,,2.93,78.06,,66.2,7.0,2023-03-23
1572.0,Payer A,Surgery,216.0,22.0,76.0,25.0,10.42,8.63,62.84,,4003.51,10.0,70.51,5.0,96.95,4.0,75.82,30.0,89.61,3.0,1.0,4.58,90.15,41.0,58.17,6.0,2022-07-04
,Payer C,,259.0,39.0,77.0,25.0,11.08,12.3,99.9,44.0,1146.91,9.0,75.35,5.0,,4.0,63.0,24.0,95.06,3.0,,2.32,90.2,35.0,71.35,9.0,2021-01-06
1574.0,Payer A,Cardiology,125.0,23.0,68.0,11.0,15.29,7.99,115.36,35.0,4195.85,8.0,74.62,7.0,93.62,,73.5,32.0,,2.0,2.0,,89.59,49.0,80.32,9.0,2020-12-26
1575.0,Payer B,,223.0,,46.0,19.0,,10.43,133.83,30.0,30000.0,14.0,70.85,9.0,98.95,3.0,69.79,36.0,85.38,,3.0,1.34,98.5,35.0,73.18,8.0,2022-02-01
1576.0,,Radiology,243.0,21.0,48.0,20.0,,9.33,143.65,47.0,1889.54,9.0,78.03,7.0,91.3,2.0,68.47,13.0,73.13,,1.0,,87.06,45.0,,7.0,2020-11-29
1577.0,Payer A,Surgery,124.0,33.0,78.0,23.0,6.77,7.77,81.74,52.0,3308.54,12.0,81.86,7.0,87.94,2.0,76.24,19.0,65.44,2.0,4.0,1.34,78.09,39.0,58.31,8.0,2020-08-02
1578.0,Payer B,Oncology,153.0,31.0,35.0,10.0,24.09,14.75,65.55,40.0,2059.92,13.0,88.4,8.0,85.37,4.0,74.51,35.0,,3.0,0.0,3.52,94.35,18.0,51.48,6.0,2020-06-26
1579.0,Payer A,Cardiology,255.0,36.0,58.0,,,7.59,,,3645.39,6.0,78.14,7.0,98.68,2.0,74.46,28.0,75.91,2.0,1.0,2.5,81.68,33.0,67.06,8.0,2023-04-08
1580.0,Payer B,Radiology,172.0,31.0,40.0,5.0,6.08,8.09,123.84,59.0,3432.28,10.0,74.86,7.0,93.64,,62.64,32.0,96.49,2.0,,2.35,77.18,47.0,67.31,9.0,2023-03-25
1581.0,Payer A,Cardiology,219.0,120.0,45.0,16.0,12.21,6.62,129.52,42.0,1432.6,7.0,,8.0,93.31,1.0,84.07,23.0,94.5,,0.0,3.34,,27.0,59.46,8.0,2022-11-20
1582.0,Payer C,Radiology,155.0,20.0,59.0,22.0,21.26,13.23,90.94,46.0,3624.06,6.0,92.28,6.0,88.52,1.0,74.44,19.0,95.98,1.0,,3.27,78.67,18.0,80.57,9.0,2022-05-07
1583.0,Payer C,,164.0,32.0,54.0,20.0,17.23,10.87,89.59,47.0,4695.82,5.0,75.12,8.0,96.9,1.0,84.63,26.0,98.32,1.0,1.0,2.62,81.88,,,5.0,2021-10-01
1584.0,Payer A,Cardiology,192.0,33.0,69.0,,20.58,11.13,145.42,55.0,1644.44,8.0,91.98,5.0,94.27,2.0,84.74,31.0,58.27,3.0,1.0,2.11,90.79,47.0,76.78,6.0,2021-01-01
1585.0,Payer A,Surgery,185.0,,,24.0,19.38,13.21,141.67,55.0,3388.25,12.0,81.18,6.0,85.66,,69.51,38.0,57.33,3.0,4.0,3.03,99.88,,75.6,6.0,2020-08-15
1586.0,Payer A,Radiology,179.0,31.0,,17.0,,8.43,,43.0,2367.46,7.0,93.36,9.0,91.99,4.0,60.13,36.0,71.39,1.0,1.0,2.07,89.34,16.0,74.19,9.0,2020-04-25
,,Cardiology,268.0,35.0,55.0,12.0,5.82,6.94,,54.0,2838.45,9.0,80.2,,,2.0,87.34,,84.47,1.0,4.0,1.41,78.29,21.0,86.32,5.0,2021-04-03
1588.0,Payer A,,207.0,,51.0,26.0,16.69,6.98,112.27,36.0,2148.0,14.0,74.44,6.0,80.13,1.0,82.82,20.0,71.98,3.0,1.0,4.2,72.71,45.0,50.64,,2023-08-17
1589.0,Payer C,Cardiology,278.0,27.0,54.0,5.0,,12.33,65.42,36.0,2416.52,9.0,83.73,9.0,96.15,3.0,,27.0,94.62,1.0,0.0,3.81,80.86,20.0,52.72,8.0,2020-11-17
1590.0,,Cardiology,217.0,21.0,48.0,25.0,17.07,11.14,85.68,43.0,1115.65,9.0,84.69,8.0,82.46,4.0,81.05,11.0,85.87,2.0,4.0,1.34,70.58,12.0,78.89,7.0,2022-05-21
1591.0,Payer C,Cardiology,298.0,29.0,60.0,11.0,21.01,7.06,,55.0,4926.21,13.0,85.89,8.0,90.2,4.0,60.6,20.0,81.7,2.0,0.0,1.65,83.94,,64.14,5.0,2023-05-04
1592.0,Payer C,Radiology,256.0,28.0,55.0,,16.7,6.45,79.52,,3499.2,12.0,80.29,5.0,86.72,2.0,60.83,17.0,53.55,2.0,0.0,1.4,,16.0,89.46,6.0,2023-12-10
1593.0,Payer B,Surgery,182.0,34.0,71.0,26.0,24.94,6.21,111.53,44.0,3002.82,,71.22,5.0,86.84,3.0,,28.0,,,1.0,4.16,85.35,11.0,58.66,7.0,2021-02-28
1594.0,Payer C,Oncology,246.0,32.0,70.0,17.0,14.12,11.28,,,,,85.67,6.0,,1.0,62.88,34.0,71.41,1.0,4.0,4.09,95.96,19.0,57.34,,2020-07-01
1595.0,Payer A,Radiology,293.0,36.0,,17.0,19.98,5.0,89.41,41.0,3157.5,5.0,93.33,7.0,99.94,,88.93,25.0,98.82,2.0,2.0,2.63,84.82,12.0,73.53,6.0,2021-05-31
1596.0,,Radiology,268.0,35.0,52.0,13.0,18.34,5.18,103.96,37.0,2520.42,6.0,93.94,8.0,,2.0,,13.0,66.72,3.0,0.0,4.29,83.87,26.0,61.18,7.0,2022-10-11
1597.0,Payer C,Radiology,272.0,21.0,76.0,28.0,24.83,8.9,58.72,45.0,2439.63,12.0,,6.0,83.65,3.0,,23.0,81.5,1.0,0.0,4.9,79.29,10.0,63.62,6.0,2023-09-04
1598.0,Payer A,Oncology,114.0,39.0,42.0,19.0,19.26,11.91,123.88,38.0,2855.79,,70.5,6.0,92.27,2.0,61.91,31.0,99.45,1.0,0.0,4.88,95.13,43.0,86.84,9.0,2023-07-07
1599.0,Payer C,Surgery,230.0,39.0,,8.0,8.28,11.95,90.17,31.0,2103.93,5.0,72.65,6.0,84.73,3.0,69.75,26.0,63.2,2.0,1.0,4.92,97.11,22.0,51.05,,2021-01-05
1600.0,Payer A,Surgery,,33.0,31.0,,24.11,,98.04,43.0,1720.2,8.0,90.85,5.0,82.11,2.0,,20.0,58.33,1.0,1.0,4.39,99.34,23.0,71.25,6.0,2020-10-23
1601.0,Payer A,Surgery,280.0,22.0,31.0,16.0,18.36,11.91,147.43,53.0,,13.0,90.74,8.0,81.0,3.0,74.43,35.0,77.32,1.0,0.0,1.87,99.44,26.0,63.4,5.0,2022-09-21
1602.0,Payer C,Cardiology,273.0,31.0,45.0,9.0,6.19,10.21,84.44,53.0,4371.06,6.0,,5.0,80.46,4.0,65.07,35.0,77.59,2.0,1.0,1.23,99.41,43.0,63.84,5.0,2023-10-09
1603.0,Payer A,Cardiology,129.0,27.0,38.0,11.0,18.15,14.77,114.82,58.0,1611.31,7.0,84.09,,88.62,3.0,77.33,12.0,96.09,2.0,1.0,4.25,91.36,26.0,59.91,8.0,2022-12-14
1604.0,Payer C,Cardiology,156.0,21.0,57.0,12.0,,6.62,89.25,45.0,,10.0,91.6,,88.53,1.0,73.07,13.0,51.32,1.0,1.0,2.23,86.88,34.0,55.39,5.0,2020-10-27
1605.0,,Oncology,245.0,23.0,42.0,9.0,16.54,11.01,139.43,34.0,,14.0,,9.0,83.71,4.0,88.42,,70.37,3.0,3.0,2.35,75.17,39.0,51.38,9.0,2021-10-29
1606.0,Payer A,Cardiology,,33.0,64.0,13.0,12.08,9.91,134.68,34.0,4918.88,7.0,84.74,9.0,95.68,,88.09,22.0,65.62,3.0,4.0,1.29,93.01,45.0,89.51,9.0,2023-08-31
1607.0,,Oncology,227.0,35.0,70.0,,21.42,6.94,74.16,49.0,4315.03,8.0,89.59,9.0,82.59,4.0,76.96,26.0,78.55,2.0,1.0,3.86,92.05,20.0,76.41,6.0,2020-09-12
1608.0,Payer B,Surgery,147.0,38.0,42.0,,,12.5,119.17,59.0,3383.46,13.0,73.14,6.0,98.31,3.0,79.33,39.0,50.47,1.0,3.0,2.72,,30.0,81.09,5.0,2023-04-19
1609.0,Payer C,Cardiology,293.0,21.0,60.0,8.0,15.88,,56.52,50.0,4717.0,13.0,85.98,,,4.0,64.13,29.0,85.55,2.0,3.0,1.82,,29.0,52.6,8.0,2021-11-10
,Payer B,Cardiology,,31.0,50.0,24.0,8.09,8.82,146.32,47.0,2781.12,,93.84,8.0,80.55,2.0,66.7,30.0,74.25,3.0,1.0,3.61,96.77,38.0,50.59,5.0,2021-01-15
1611.0,Payer C,Radiology,121.0,33.0,61.0,12.0,10.02,8.75,84.9,47.0,4933.12,9.0,74.05,6.0,99.26,3.0,87.02,29.0,85.03,3.0,3.0,4.92,91.56,,74.01,8.0,2023-08-24
1612.0,Payer B,Oncology,105.0,25.0,63.0,21.0,19.77,7.44,133.18,34.0,2185.21,11.0,88.6,6.0,86.16,2.0,80.97,19.0,72.39,1.0,2.0,2.99,75.13,43.0,78.95,6.0,
,Payer A,Surgery,284.0,32.0,37.0,,21.12,9.31,81.84,40.0,1961.22,13.0,78.02,5.0,89.0,2.0,65.68,35.0,73.71,2.0,3.0,3.43,76.21,26.0,65.79,9.0,2022-09-30
1614.0,Payer C,Radiology,203.0,,70.0,25.0,10.59,9.73,113.28,42.0,,12.0,90.43,9.0,85.69,2.0,77.11,32.0,94.78,2.0,4.0,1.65,94.43,21.0,65.51,5.0,2023-10-07
1615.0,Payer C,Radiology,135.0,37.0,77.0,5.0,,,148.36,32.0,2512.62,11.0,87.43,6.0,,2.0,88.04,33.0,60.54,,3.0,1.64,82.77,13.0,,5.0,2021-11-20
1616.0,Payer A,Surgery,,31.0,31.0,24.0,,12.65,137.67,46.0,3505.46,,93.15,7.0,,1.0,70.36,21.0,,2.0,1.0,,77.47,23.0,56.11,9.0,2020-05-02
1617.0,Payer C,,215.0,120.0,67.0,6.0,19.27,6.59,66.04,54.0,2219.98,9.0,87.8,8.0,,3.0,65.57,17.0,,2.0,0.0,4.38,82.68,13.0,80.16,9.0,2021-04-23
1618.0,,Oncology,156.0,38.0,61.0,8.0,5.07,10.93,,47.0,3471.67,,80.26,7.0,82.08,2.0,88.26,12.0,83.01,2.0,20.0,4.64,74.84,43.0,58.61,7.0,2021-07-13
,Payer B,Oncology,148.0,,69.0,28.0,5.93,,84.85,43.0,2102.99,9.0,70.27,6.0,94.51,1.0,73.84,38.0,67.73,1.0,3.0,3.57,96.75,27.0,62.98,7.0,2021-04-12
1620.0,Payer C,Cardiology,272.0,26.0,57.0,25.0,5.09,6.09,93.43,41.0,1203.89,5.0,89.82,6.0,84.74,4.0,72.52,,75.98,3.0,2.0,2.44,72.15,,76.85,7.0,2020-06-30
,Payer A,Radiology,181.0,35.0,66.0,5.0,17.91,9.73,83.52,43.0,4648.54,10.0,80.21,5.0,82.76,2.0,68.03,19.0,61.39,2.0,4.0,4.0,80.6,19.0,50.0,9.0,2021-01-24
,Payer B,Cardiology,165.0,38.0,70.0,11.0,13.35,12.5,83.6,55.0,4532.82,9.0,,7.0,89.99,2.0,86.75,33.0,56.8,1.0,3.0,2.17,86.71,23.0,80.65,7.0,
1623.0,Payer B,Radiology,,,30.0,5.0,10.95,11.11,104.26,,30000.0,12.0,72.63,5.0,96.06,1.0,,16.0,61.91,2.0,3.0,1.88,96.21,18.0,85.96,5.0,2022-01-22
1624.0,Payer A,Oncology,,39.0,70.0,13.0,23.25,6.01,69.2,,3866.11,12.0,92.27,7.0,85.58,4.0,72.09,39.0,95.82,,2.0,4.18,93.45,29.0,52.06,9.0,2020-09-12
1625.0,Payer A,Oncology,178.0,30.0,39.0,7.0,8.86,8.97,,49.0,3730.88,,80.89,9.0,,4.0,60.92,34.0,90.09,3.0,3.0,4.01,70.67,10.0,73.66,,2023-09-23
1626.0,Payer B,Oncology,119.0,24.0,33.0,16.0,12.79,10.07,77.9,31.0,3236.01,10.0,92.99,9.0,96.68,1.0,73.4,38.0,57.01,1.0,,4.53,94.76,38.0,66.34,9.0,2020-07-31
1627.0,Payer C,Radiology,291.0,35.0,,23.0,,14.96,78.9,36.0,1503.77,14.0,87.68,7.0,82.96,2.0,65.43,19.0,,2.0,0.0,3.31,89.14,26.0,53.14,6.0,2022-06-17
,Payer B,Oncology,222.0,26.0,39.0,19.0,13.54,,123.87,,1756.94,14.0,73.04,5.0,92.33,3.0,,16.0,54.66,3.0,2.0,4.59,74.0,17.0,77.29,5.0,
1629.0,Payer A,Radiology,166.0,24.0,76.0,26.0,16.09,14.82,52.96,57.0,2157.88,10.0,,9.0,99.1,1.0,71.79,27.0,64.67,1.0,1.0,,88.52,26.0,74.49,9.0,2020-08-07
1630.0,Payer B,Cardiology,182.0,30.0,40.0,20.0,6.61,8.76,88.09,39.0,4560.63,7.0,92.75,6.0,96.83,3.0,62.97,29.0,90.57,2.0,1.0,2.01,94.54,30.0,75.71,8.0,2021-06-23
1631.0,Payer A,Radiology,102.0,34.0,43.0,14.0,20.8,7.0,90.75,44.0,,5.0,90.0,8.0,81.24,2.0,88.72,37.0,,3.0,,4.22,,34.0,82.54,,
1632.0,Payer B,Cardiology,281.0,22.0,67.0,26.0,13.46,9.14,98.51,46.0,,11.0,80.45,5.0,86.4,2.0,,23.0,59.28,2.0,0.0,2.69,99.97,29.0,61.48,,2021-12-28
1633.0,Payer C,Radiology,163.0,,41.0,10.0,,11.14,116.9,40.0,3091.14,14.0,93.88,7.0,82.85,,,,,2.0,2.0,1.96,,34.0,77.08,9.0,2020-07-17
1634.0,Payer B,Cardiology,139.0,24.0,74.0,21.0,10.08,7.13,86.97,31.0,3862.28,9.0,76.71,8.0,,2.0,64.88,17.0,56.2,1.0,20.0,4.18,90.19,30.0,79.73,6.0,2023-04-29
1635.0,Payer B,,158.0,120.0,46.0,,13.45,7.91,,56.0,,14.0,79.38,,99.72,4.0,80.66,,73.51,3.0,20.0,4.29,72.11,22.0,,7.0,2020-05-08
1636.0,Payer A,Cardiology,282.0,34.0,45.0,26.0,20.73,13.55,138.49,50.0,30000.0,9.0,88.74,6.0,84.7,,62.36,16.0,83.78,1.0,0.0,2.83,94.4,22.0,88.28,5.0,2020-06-09
1637.0,Payer A,Oncology,161.0,22.0,64.0,28.0,24.48,14.99,148.1,47.0,4834.07,12.0,75.82,5.0,93.39,2.0,76.4,14.0,68.44,2.0,4.0,2.87,88.72,39.0,63.6,6.0,2022-11-22
1638.0,Payer A,,231.0,25.0,,21.0,6.19,8.18,52.0,54.0,2064.6,9.0,82.88,8.0,,4.0,83.19,10.0,58.68,3.0,1.0,4.12,86.84,22.0,78.55,8.0,2020-01-11
1639.0,Payer B,Cardiology,159.0,120.0,40.0,,21.25,6.49,104.65,33.0,2186.09,9.0,88.22,5.0,84.67,2.0,88.5,24.0,72.66,2.0,2.0,4.09,91.26,49.0,,5.0,2021-05-21
,,Radiology,215.0,27.0,70.0,23.0,11.01,12.93,84.17,38.0,1790.39,5.0,86.1,,83.75,4.0,80.96,,88.12,,0.0,4.47,86.82,16.0,70.16,9.0,2023-05-23
1641.0,,,,30.0,32.0,22.0,16.01,,77.7,56.0,1516.29,6.0,73.88,7.0,80.22,4.0,,21.0,53.83,2.0,2.0,3.58,92.99,21.0,55.15,9.0,
,Payer A,Surgery,221.0,,58.0,15.0,10.8,6.0,83.57,,30000.0,9.0,85.74,8.0,88.24,2.0,62.66,31.0,53.55,3.0,1.0,1.74,87.51,11.0,61.03,6.0,2023-11-25
1643.0,Payer B,Radiology,206.0,27.0,47.0,28.0,17.27,,113.89,,3569.31,11.0,84.32,8.0,97.99,3.0,,27.0,65.91,2.0,20.0,3.2,85.6,,59.37,8.0,2022-04-21
1644.0,Payer A,Surgery,195.0,,49.0,11.0,12.08,5.78,69.07,46.0,2821.47,7.0,83.95,8.0,98.06,1.0,66.46,20.0,70.75,3.0,2.0,2.53,74.05,26.0,70.75,6.0,2020-09-01
